Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
365.546251	88991.332144	35.983373	1.484404	0.141340
365.501549	89101.009247	35.988378	1.484403	0.141425
365.687429	89087.904618	35.993383	1.484380	0.141415
366.110105	89121.271352	35.998388	1.484325	0.141441
365.965922	89175.547444	36.003392	1.484340	0.141483
366.043666	89176.277089	36.008397	1.484330	0.141484
366.014244	89278.233801	36.013402	1.484327	0.141563
365.767863	89110.416790	36.018407	1.484371	0.141432
366.289732	89146.214216	36.023412	1.484302	0.141460
366.254257	89212.368516	36.028416	1.484303	0.141512
366.105855	89260.940660	36.033421	1.484318	0.141549
366.460205	89255.823772	36.038426	1.484274	0.141545
366.465205	89228.325956	36.043431	1.484276	0.141524
366.747419	89398.949462	36.048436	1.484228	0.141657
366.775726	89337.989453	36.053440	1.484230	0.141609
366.366279	89321.762111	36.058445	1.484283	0.141597
366.708267	89258.877203	36.063450	1.484245	0.141548
366.663893	89419.227361	36.068455	1.484239	0.141672
366.851133	89568.606758	36.073460	1.484205	0.141788
367.104826	89360.885347	36.078464	1.484188	0.141627
366.883908	89590.340013	36.083469	1.484201	0.141805
367.099318	89545.844344	36.088474	1.484177	0.141771
367.324018	89404.211997	36.093479	1.484158	0.141661
367.417708	89396.013563	36.098484	1.484148	0.141654
367.489824	89556.326567	36.103488	1.484128	0.141779
367.544396	89666.062035	36.108493	1.484113	0.141864
367.331964	89641.575787	36.113498	1.484143	0.141845
367.441768	89421.295714	36.118503	1.484144	0.141674
367.668979	89613.919429	36.123508	1.484102	0.141824
367.583648	89472.023829	36.128512	1.484124	0.141714
367.808228	89678.347521	36.133517	1.484081	0.141874
367.793978	89616.747146	36.138522	1.484088	0.141826
368.144865	89609.029831	36.143527	1.484044	0.141820
368.024449	89791.727709	36.148532	1.484047	0.141962
368.157956	89621.972304	36.153536	1.484042	0.141830
368.049333	89631.648330	36.158541	1.484056	0.141838
368.248507	89719.217792	36.163546	1.484025	0.141906
368.413867	89759.041695	36.168551	1.484001	0.141937
368.476490	89807.332252	36.173556	1.483990	0.141974
368.391964	89675.112110	36.178560	1.484011	0.141871
368.430828	89641.771297	36.183565	1.484009	0.141846
368.773315	89736.268831	36.188570	1.483959	0.141919
368.773415	89791.240686	36.193575	1.483955	0.141962
368.743629	89775.717958	36.198580	1.483961	0.141950
369.218465	89859.188540	36.203584	1.483895	0.142015
368.954215	89830.823081	36.208589	1.483931	0.141992
369.207662	90064.928224	36.213594	1.483883	0.142174
369.298259	89841.671478	36.218599	1.483887	0.142001
369.661386	90099.280299	36.223604	1.483823	0.142201
369.111621	90057.258960	36.228608	1.483897	0.142168
369.199129	89924.327316	36.233613	1.483895	0.142065
369.322750	89837.193766	36.238618	1.483886	0.141997
369.348011	90064.876248	36.243623	1.483867	0.142174
369.675588	89876.643329	36.248628	1.483839	0.142028
369.588610	90112.230503	36.253632	1.483834	0.142211
369.944717	90097.272234	36.258637	1.483790	0.142200
369.750588	90008.281587	36.263642	1.483822	0.142130
369.478328	90143.827820	36.268647	1.483847	0.142236
369.846104	90094.279031	36.273652	1.483804	0.142197
369.825818	90092.690671	36.278656	1.483808	0.142196
369.681365	90053.816637	36.283661	1.483829	0.142166
370.129741	90169.810047	36.288666	1.483764	0.142256
369.982309	90029.351218	36.293671	1.483793	0.142147
370.389807	90230.819462	36.298676	1.483728	0.142303
370.281883	90303.863025	36.303680	1.483737	0.142360
370.659178	90243.703420	36.308685	1.483693	0.142313
370.596676	90127.157971	36.313690	1.483710	0.142223
370.491437	90215.382304	36.318695	1.483718	0.142291
370.520228	90331.878659	36.323700	1.483706	0.142382
370.376923	90364.477799	36.328704	1.483723	0.142407
370.671893	90318.018946	36.333709	1.483689	0.142371
370.939925	90233.601355	36.338714	1.483661	0.142306
370.953440	90355.582458	36.343719	1.483651	0.142400
370.665897	90460.947483	36.348724	1.483681	0.142482
370.656516	90328.070195	36.353728	1.483692	0.142379
370.591684	90418.619770	36.358733	1.483694	0.142449
370.600992	90336.473437	36.363738	1.483699	0.142385
370.912622	90203.994391	36.368743	1.483669	0.142283
371.494926	90361.846326	36.373748	1.483584	0.142405
371.135011	90529.685815	36.378752	1.483619	0.142535
371.287568	90233.899457	36.383757	1.483621	0.142306
371.132417	90459.684775	36.388762	1.483625	0.142481
371.655912	90548.357883	36.393767	1.483553	0.142550
371.098858	90559.676973	36.398772	1.483623	0.142559
371.484657	90443.937949	36.403776	1.483582	0.142469
371.439584	90683.589819	36.408781	1.483572	0.142655
371.404974	90589.894182	36.413786	1.483583	0.142582
371.832654	90578.581997	36.418791	1.483530	0.142574
371.982603	90588.487878	36.423796	1.483511	0.142581
371.515711	90504.976288	36.428800	1.483576	0.142516
371.925927	90507.582721	36.433805	1.483524	0.142518
372.015559	90607.093767	36.438810	1.483506	0.142596
372.513118	90655.997750	36.443815	1.483440	0.142634
372.596173	90658.233888	36.448820	1.483430	0.142636
372.337141	90836.587430	36.453824	1.483451	0.142774
372.536880	90669.026448	36.458829	1.483437	0.142644
372.366997	90883.698320	36.463834	1.483444	0.142811
372.308044	90811.966494	36.468839	1.483457	0.142755
372.352046	90798.266349	36.473844	1.483453	0.142744
372.189544	90622.768269	36.478848	1.483487	0.142608
372.491162	90856.275725	36.483853	1.483432	0.142789
372.674340	90834.750161	36.488858	1.483411	0.142773
372.520324	90949.236110	36.493863	1.483423	0.142861
372.083240	90682.217200	36.498868	1.483498	0.142654
372.883287	90865.540065	36.503872	1.483383	0.142797
372.546678	90897.361335	36.508877	1.483425	0.142821
372.473039	90792.139898	36.513882	1.483442	0.142740
372.727121	90811.123714	36.518887	1.483408	0.142754
372.899428	90853.951228	36.523892	1.483384	0.142788
373.024446	90953.779086	36.528896	1.483361	0.142865
372.881172	91042.044489	36.533901	1.483374	0.142934
372.844833	90964.862615	36.538906	1.483384	0.142874
373.280766	91027.738536	36.543911	1.483325	0.142923
373.531311	91104.437851	36.548916	1.483288	0.142982
373.164076	90984.606665	36.553920	1.483344	0.142889
373.112156	91223.336865	36.558925	1.483334	0.143074
373.169208	91069.984180	36.563930	1.483338	0.142955
372.879693	90949.298198	36.568935	1.483384	0.142862
373.380043	91073.398702	36.573940	1.483312	0.142958
373.250906	91111.436471	36.578944	1.483326	0.142988
373.130991	91054.680241	36.583949	1.483346	0.142943
373.119008	91080.349949	36.588954	1.483346	0.142963
373.456260	91148.763552	36.593959	1.483298	0.143017
373.532888	91122.559463	36.598964	1.483291	0.142996
373.668287	91377.405573	36.603968	1.483256	0.143194
373.629201	91220.501266	36.608973	1.483273	0.143072
373.680248	91312.147852	36.613978	1.483260	0.143143
373.244220	91455.611563	36.618983	1.483306	0.143255
373.256809	91251.570328	36.623988	1.483319	0.143096
373.628574	91243.858154	36.628992	1.483273	0.143090
373.561676	91193.255304	36.633997	1.483285	0.143051
373.932776	91367.334542	36.639002	1.483226	0.143186
373.841064	91386.369418	36.644007	1.483237	0.143201
373.841595	91442.790832	36.649012	1.483233	0.143245
373.661883	91354.305075	36.654016	1.483263	0.143176
373.974002	91370.329324	36.659021	1.483223	0.143189
373.900152	91341.283529	36.664026	1.483234	0.143166
373.852096	91376.806615	36.669031	1.483238	0.143194
374.120076	91519.901676	36.674036	1.483195	0.143305
373.745308	91353.566824	36.679040	1.483255	0.143176
373.894798	91475.786341	36.684045	1.483227	0.143271
374.082647	91546.097815	36.689050	1.483199	0.143325
374.092549	91427.196221	36.694055	1.483206	0.143233
374.259611	91608.872959	36.699060	1.483173	0.143374
374.103345	91569.157890	36.704064	1.483196	0.143343
373.895725	91440.008644	36.709069	1.483232	0.143243
373.882487	91572.739178	36.714074	1.483225	0.143346
374.395122	91509.552811	36.719079	1.483164	0.143297
374.474923	91618.033320	36.724084	1.483147	0.143381
374.277676	91521.294955	36.729088	1.483179	0.143306
374.838991	91650.506896	36.734093	1.483099	0.143406
374.540432	91833.833925	36.739098	1.483125	0.143549
374.316829	91666.856295	36.744103	1.483165	0.143419
374.651024	91620.457130	36.749108	1.483127	0.143383
374.890698	91520.747544	36.754112	1.483103	0.143306
374.764693	91805.007272	36.759117	1.483100	0.143526
374.642801	91910.124123	36.764122	1.483109	0.143608
374.773078	91864.407159	36.769127	1.483096	0.143572
374.502961	91726.264765	36.774132	1.483140	0.143465
374.994046	91686.664008	36.779136	1.483081	0.143434
375.403549	91741.896355	36.784141	1.483025	0.143477
375.357379	91809.658561	36.789146	1.483027	0.143530
375.396358	91907.646395	36.794151	1.483015	0.143606
375.150135	91917.783354	36.799156	1.483046	0.143614
375.561836	91890.990828	36.804160	1.482996	0.143593
375.406299	91749.618211	36.809165	1.483026	0.143483
375.404457	92004.315806	36.814170	1.483009	0.143681
375.707651	91891.675321	36.819175	1.482979	0.143594
375.429726	91847.977567	36.824180	1.483018	0.143560
375.697759	91850.542818	36.829184	1.482984	0.143562
376.022253	91897.595978	36.834189	1.482940	0.143598
375.748200	92078.717545	36.839194	1.482962	0.143739
375.901536	92042.356546	36.844199	1.482946	0.143711
375.987473	91985.857103	36.849204	1.482939	0.143667
375.730975	91952.244976	36.854208	1.482975	0.143641
376.282243	92001.662387	36.859213	1.482902	0.143679
376.139808	92068.325782	36.864218	1.482915	0.143731
376.048682	92070.682027	36.869223	1.482927	0.143733
376.741361	92097.089747	36.874228	1.482838	0.143753
376.233852	92087.340297	36.879232	1.482903	0.143746
376.716083	92106.225348	36.884237	1.482841	0.143761
376.543367	92067.419698	36.889242	1.482866	0.143730
376.741992	92035.669254	36.894247	1.482844	0.143706
376.740558	92146.944300	36.899252	1.482836	0.143792
376.841909	92222.942471	36.904256	1.482819	0.143851
376.868295	92227.899714	36.909261	1.482815	0.143855
376.986415	92139.639797	36.914266	1.482807	0.143787
376.987551	92250.700875	36.919271	1.482799	0.143873
377.096597	92223.529537	36.924276	1.482788	0.143852
376.914152	92313.887009	36.929280	1.482805	0.143922
376.850681	92241.435350	36.934285	1.482819	0.143866
377.577578	92261.384112	36.939290	1.482725	0.143881
377.408767	92344.786528	36.944295	1.482741	0.143946
377.569971	92389.996386	36.949300	1.482718	0.143981
377.438337	92258.655297	36.954304	1.482745	0.143879
377.335214	92372.001070	36.959309	1.482750	0.143967
377.747536	92292.832124	36.964314	1.482704	0.143906
377.678459	92462.439307	36.969319	1.482701	0.144037
377.864801	92370.536116	36.974324	1.482684	0.143966
377.938424	92628.497076	36.979328	1.482657	0.144166
378.069426	92474.456312	36.984333	1.482652	0.144047
378.105336	92528.983652	36.989338	1.482644	0.144089
377.967240	92583.291659	36.994343	1.482658	0.144131
378.247944	92596.285380	36.999348	1.482622	0.144141
377.989383	92432.631430	37.004352	1.482666	0.144014
378.174770	92717.027618	37.009357	1.482623	0.144235
378.330547	92471.121878	37.014362	1.482621	0.144044
378.165785	92611.814696	37.019367	1.482633	0.144153
378.301798	92399.614654	37.024372	1.482631	0.143989
378.398430	92566.692215	37.029376	1.482607	0.144118
378.284982	92487.003613	37.034381	1.482628	0.144057
378.733904	92548.648050	37.039386	1.482567	0.144104
378.548889	92585.701254	37.044391	1.482588	0.144133
378.602295	92780.095234	37.049396	1.482568	0.144284
379.024990	92798.020020	37.054400	1.482513	0.144298
378.511638	92660.617415	37.059405	1.482589	0.144191
378.784044	92902.742028	37.064410	1.482538	0.144379
378.987772	92790.380744	37.069415	1.482520	0.144292
378.871631	92813.685953	37.074420	1.482533	0.144310
379.088431	92610.670704	37.079424	1.482521	0.144153
379.250400	92875.229757	37.084429	1.482482	0.144358
379.363510	92713.588576	37.089434	1.482479	0.144233
379.603302	92829.966731	37.094439	1.482441	0.144323
379.597408	92884.697239	37.099444	1.482438	0.144366
379.347972	92773.553027	37.104448	1.482478	0.144279
379.555133	92913.585435	37.109453	1.482442	0.144388
379.310993	92803.960236	37.114458	1.482482	0.144303
379.718492	93092.549715	37.119463	1.482410	0.144527
379.439232	93075.761396	37.124468	1.482447	0.144514
379.629351	93055.035752	37.129472	1.482425	0.144498
379.825396	92958.878295	37.134477	1.482407	0.144423
379.806881	93052.164164	37.139482	1.482403	0.144496
379.857748	92794.109123	37.144487	1.482415	0.144295
380.070804	93034.909790	37.149492	1.482372	0.144482
379.688049	93010.085787	37.154496	1.482423	0.144463
380.100532	92830.320814	37.159501	1.482383	0.144323
380.202066	93088.831321	37.164506	1.482353	0.144524
380.046330	93021.359654	37.169511	1.482378	0.144472
379.969042	93058.742885	37.174516	1.482385	0.144501
380.014042	93192.620938	37.179520	1.482371	0.144605
380.223409	93023.190338	37.184525	1.482356	0.144473
380.457970	93044.294272	37.189530	1.482325	0.144490
380.235249	93259.145938	37.194535	1.482339	0.144656
380.303773	93180.802856	37.199540	1.482336	0.144596
380.579486	93251.945966	37.204544	1.482297	0.144651
380.269751	93210.292096	37.209549	1.482339	0.144618
380.532286	93120.334096	37.214554	1.482313	0.144549
380.521405	93181.904891	37.219559	1.482310	0.144596
380.794614	93157.267879	37.224564	1.482277	0.144577
380.801585	93360.292651	37.229568	1.482263	0.144735
380.996746	93205.546741	37.234573	1.482249	0.144615
380.786055	93235.759029	37.239578	1.482274	0.144638
380.955962	93254.018482	37.244583	1.482252	0.144653
381.209771	93485.396229	37.249588	1.482204	0.144832
381.197154	93311.548656	37.254592	1.482218	0.144697
381.000544	93465.543834	37.259597	1.482233	0.144817
381.542415	93507.627103	37.264602	1.482161	0.144849
381.560647	93431.537012	37.269607	1.482165	0.144790
381.415130	93354.394741	37.274612	1.482189	0.144731
381.327066	93578.595133	37.279616	1.482185	0.144905
381.372865	93550.487510	37.284621	1.482181	0.144883
381.401938	93354.352094	37.289626	1.482192	0.144730
381.544054	93490.035384	37.294631	1.482165	0.144836
381.410502	93649.780794	37.299636	1.482171	0.144960
381.743501	93411.649621	37.304640	1.482146	0.144775
381.691471	93449.930292	37.309645	1.482150	0.144805
381.888063	93453.122525	37.314650	1.482125	0.144807
381.744351	93582.288392	37.319655	1.482135	0.144907
381.813898	93669.313450	37.324660	1.482120	0.144975
381.857536	93629.528946	37.329664	1.482118	0.144944
381.961382	93667.570358	37.334669	1.482103	0.144974
381.841583	93808.998050	37.339674	1.482108	0.145083
381.762481	93622.247717	37.344679	1.482132	0.144938
382.407924	93710.152581	37.349684	1.482044	0.145007
382.078849	93545.331517	37.354688	1.482098	0.144879
382.553620	93805.312257	37.359693	1.482020	0.145081
382.453443	93752.753237	37.364698	1.482037	0.145040
382.272322	93626.623819	37.369703	1.482069	0.144942
382.360509	93735.502160	37.374708	1.482051	0.145027
382.596746	93822.699463	37.379712	1.482015	0.145094
382.672054	93957.226081	37.384717	1.481996	0.145199
383.071654	93740.715126	37.389722	1.481961	0.145031
382.914488	93858.662092	37.394727	1.481973	0.145122
382.842102	93976.317949	37.399732	1.481974	0.145214
382.712481	93658.440013	37.404736	1.482014	0.144967
382.789246	93747.951881	37.409741	1.481998	0.145036
383.211580	93835.716728	37.414746	1.481939	0.145105
383.167839	93858.923934	37.419751	1.481943	0.145123
383.278306	93942.907322	37.424756	1.481923	0.145188
383.431363	93951.682470	37.429760	1.481904	0.145195
383.245223	93890.415054	37.434765	1.481932	0.145147
383.131787	93895.405960	37.439770	1.481947	0.145151
383.283880	94111.073614	37.444775	1.481913	0.145318
383.619581	93939.394445	37.449780	1.481882	0.145185
383.471664	93917.886303	37.454784	1.481903	0.145168
383.182348	94120.022494	37.459789	1.481926	0.145325
383.718578	94107.742674	37.464794	1.481859	0.145316
383.701816	94195.615267	37.469799	1.481856	0.145384
383.519348	94025.098332	37.474804	1.481891	0.145252
383.746590	93974.807176	37.479808	1.481866	0.145213
383.878877	94079.323569	37.484813	1.481843	0.145294
383.703242	94123.817954	37.489818	1.481862	0.145328
383.493835	94356.815284	37.494823	1.481873	0.145509
383.712080	94385.317294	37.499828	1.481844	0.145531
383.506941	94229.262085	37.504832	1.481881	0.145410
383.720324	94295.589600	37.509837	1.481850	0.145462
383.858936	94190.155889	37.514842	1.481840	0.145380
383.698095	94221.132598	37.519847	1.481859	0.145404
383.767886	94318.870145	37.524852	1.481843	0.145480
384.136136	94114.772560	37.529856	1.481811	0.145321
384.544735	94296.657288	37.534861	1.481747	0.145463
384.308498	94435.726427	37.539866	1.481768	0.145570
384.675733	94387.336807	37.544871	1.481725	0.145533
384.490719	94419.893030	37.549876	1.481746	0.145558
384.026063	94421.278365	37.554880	1.481806	0.145559
384.222577	94455.846531	37.559885	1.481779	0.145586
384.073560	94414.037017	37.564890	1.481801	0.145554
384.158779	94269.664782	37.569895	1.481801	0.145442
384.438673	94382.304992	37.574900	1.481758	0.145529
384.546655	94386.079518	37.579904	1.481744	0.145532
384.497044	94404.349088	37.584909	1.481750	0.145546
384.663458	94290.735005	37.589914	1.481737	0.145458
385.066091	94389.821922	37.594919	1.481679	0.145535
385.061022	94536.710143	37.599924	1.481670	0.145649
384.661010	94605.628122	37.604928	1.481716	0.145702
385.181039	94542.555983	37.609933	1.481655	0.145654
384.836188	94477.731163	37.614938	1.481704	0.145603
385.111098	94655.187740	37.619943	1.481657	0.145741
384.993868	94580.105844	37.624948	1.481678	0.145683
385.286377	94765.703266	37.629952	1.481628	0.145827
384.850836	94850.158397	37.634957	1.481678	0.145892
385.173120	94640.451714	37.639962	1.481652	0.145730
385.237122	94572.563629	37.644967	1.481649	0.145677
384.994310	94670.065885	37.649972	1.481673	0.145753
385.123552	94739.992424	37.654976	1.481652	0.145807
385.423029	94743.452824	37.659981	1.481615	0.145810
385.546181	94652.754612	37.664986	1.481606	0.145739
385.566984	94852.948289	37.669991	1.481589	0.145895
385.552061	94672.126102	37.674996	1.481604	0.145754
385.498565	94681.849211	37.680000	1.481611	0.145762
385.735797	94852.003735	37.685005	1.481569	0.145894
385.665767	94673.261192	37.690010	1.481591	0.145755
385.874690	94872.588869	37.695015	1.481551	0.145910
385.989474	94928.667897	37.700020	1.481533	0.145953
386.016214	94959.747612	37.705024	1.481528	0.145978
385.837334	94956.614394	37.710029	1.481551	0.145975
386.053711	94859.197108	37.715034	1.481531	0.145900
385.748919	94911.064192	37.720039	1.481566	0.145940
385.778141	94850.666179	37.725044	1.481567	0.145893
385.943809	94965.861091	37.730048	1.481539	0.145982
386.008098	95055.772297	37.735053	1.481525	0.146052
386.400755	94831.848232	37.740058	1.481491	0.145878
386.294020	95141.287964	37.745063	1.481483	0.146119
386.307817	95001.899609	37.750068	1.481492	0.146010
386.297203	94900.207071	37.755072	1.481500	0.145931
386.279675	94933.727403	37.760077	1.481501	0.145957
386.585292	95108.889868	37.765082	1.481450	0.146093
386.821092	95138.945929	37.770087	1.481418	0.146117
386.700777	95009.255892	37.775092	1.481443	0.146016
386.838263	95142.248632	37.780096	1.481417	0.146119
386.819833	95266.606827	37.785101	1.481411	0.146216
386.667556	95056.775022	37.790106	1.481445	0.146053
386.853161	95059.908256	37.795111	1.481422	0.146056
386.712188	95126.103144	37.800116	1.481436	0.146107
386.892082	95300.177041	37.805120	1.481401	0.146242
387.338814	95361.491045	37.810125	1.481340	0.146290
386.818831	95262.729357	37.815130	1.481414	0.146213
387.304002	95211.785009	37.820135	1.481356	0.146174
387.210773	95222.388783	37.825140	1.481368	0.146182
387.079530	95404.686334	37.830144	1.481372	0.146323
387.381181	95281.569198	37.835149	1.481343	0.146228
387.221374	95138.943269	37.840154	1.481373	0.146117
387.635888	95325.737574	37.845159	1.481308	0.146262
387.068367	95313.404071	37.850164	1.481381	0.146252
387.443887	95354.791336	37.855168	1.481331	0.146285
387.720458	95288.427772	37.860173	1.481301	0.146233
387.677555	95423.832189	37.865178	1.481297	0.146338
387.537993	95300.143040	37.870183	1.481324	0.146242
387.686039	95498.679486	37.875188	1.481292	0.146396
387.837275	95325.704409	37.880192	1.481285	0.146262
388.057318	95594.037285	37.885197	1.481239	0.146470
387.943380	95512.954568	37.890202	1.481260	0.146407
387.803943	95431.402824	37.895207	1.481283	0.146344
387.879623	95406.953666	37.900212	1.481276	0.146325
388.414095	95591.963640	37.905216	1.481195	0.146469
388.415223	95493.444878	37.910221	1.481203	0.146392
388.472471	95631.847421	37.915226	1.481186	0.146500
388.515807	95516.796261	37.920231	1.481189	0.146411
388.427897	95731.804921	37.925236	1.481186	0.146577
388.415622	95530.546336	37.930240	1.481202	0.146421
388.378200	95606.929064	37.935245	1.481201	0.146480
388.283844	95490.238660	37.940250	1.481222	0.146390
388.573181	95724.017853	37.945255	1.481169	0.146571
388.372931	95726.271987	37.950260	1.481195	0.146573
388.551185	95765.084782	37.955264	1.481170	0.146603
388.772113	95759.758696	37.960269	1.481143	0.146599
388.856620	95772.781006	37.965274	1.481132	0.146609
388.640488	95612.130660	37.970279	1.481171	0.146485
389.005972	95781.056391	37.975284	1.481113	0.146616
389.051988	95783.782933	37.980288	1.481107	0.146618
389.027420	95738.674043	37.985293	1.481114	0.146583
388.614533	95857.709141	37.990298	1.481159	0.146675
388.883178	96024.305168	37.995303	1.481113	0.146804
388.921199	95794.038046	38.000308	1.481125	0.146626
388.686964	95742.121425	38.005312	1.481159	0.146585
389.035236	95839.762164	38.010317	1.481108	0.146661
389.004200	95833.173536	38.015322	1.481113	0.146656
389.206075	95980.682824	38.020327	1.481077	0.146771
388.907925	95895.560770	38.025332	1.481122	0.146705
389.073222	96085.045762	38.030336	1.481088	0.146852
389.087803	95837.185907	38.035341	1.481104	0.146659
389.461938	96061.751467	38.040346	1.481041	0.146834
389.264215	95927.832027	38.045351	1.481076	0.146730
389.360843	95950.040097	38.050356	1.481062	0.146747
389.536617	96124.939294	38.055360	1.481028	0.146883
389.635963	96148.894109	38.060365	1.481014	0.146901
389.533018	96215.067375	38.065370	1.481023	0.146953
389.218054	96022.250786	38.070375	1.481077	0.146803
389.608388	96121.475605	38.075380	1.481021	0.146880
389.474474	96163.672610	38.080384	1.481035	0.146913
389.583993	96151.292657	38.085389	1.481023	0.146903
389.831769	96072.628639	38.090394	1.480997	0.146842
389.517588	96081.318996	38.095399	1.481037	0.146849
389.718218	96057.154980	38.100404	1.481014	0.146830
390.087851	96314.448034	38.105408	1.480949	0.147030
389.833167	96190.426825	38.110413	1.480990	0.146934
390.162009	96318.951680	38.115418	1.480940	0.147033
389.906186	96199.230257	38.120423	1.480981	0.146940
389.988761	96251.451357	38.125428	1.480968	0.146981
389.973007	96165.783061	38.130432	1.480976	0.146915
390.162908	96123.217901	38.135437	1.480955	0.146882
390.377639	96436.920974	38.140442	1.480906	0.147125
390.296062	96390.647647	38.145447	1.480921	0.147089
390.606804	96251.027974	38.150452	1.480891	0.146981
390.710629	96416.260556	38.155456	1.480867	0.147109
390.464972	96451.995256	38.160461	1.480896	0.147137
390.533459	96413.869379	38.165466	1.480890	0.147107
390.612210	96330.319176	38.170471	1.480887	0.147042
390.846494	96494.742741	38.175476	1.480846	0.147170
390.797882	96319.398704	38.180480	1.480865	0.147034
391.440266	96379.633251	38.185485	1.480779	0.147081
391.135373	96373.649662	38.190490	1.480819	0.147076
390.933372	96477.193810	38.195495	1.480838	0.147156
391.235937	96443.881508	38.200500	1.480802	0.147131
391.607112	96620.342501	38.205504	1.480743	0.147268
391.088215	96653.325905	38.210509	1.480807	0.147293
391.092733	96698.055804	38.215514	1.480804	0.147328
391.259012	96725.207705	38.220519	1.480781	0.147349
391.681117	96617.280294	38.225524	1.480735	0.147265
391.656948	96542.450045	38.230528	1.480744	0.147207
391.719423	96575.469037	38.235533	1.480734	0.147233
391.814775	96588.852876	38.240538	1.480721	0.147243
391.620682	96568.740042	38.245543	1.480748	0.147228
391.717202	96698.198246	38.250548	1.480727	0.147328
392.125337	96635.747429	38.255552	1.480680	0.147280
391.999480	96781.484000	38.260557	1.480686	0.147393
391.864440	96598.245736	38.265562	1.480717	0.147251
392.015208	96731.659021	38.270567	1.480689	0.147354
392.223496	96829.626821	38.275572	1.480656	0.147430
392.081396	96683.753668	38.280576	1.480684	0.147317
392.074769	96938.311323	38.285581	1.480668	0.147515
392.035737	96703.169062	38.290586	1.480690	0.147332
392.253584	96881.882566	38.295591	1.480650	0.147471
392.339168	96823.823938	38.300596	1.480643	0.147426
392.509350	96859.498441	38.305600	1.480620	0.147453
392.402532	96789.974587	38.310605	1.480639	0.147400
392.671796	96939.882290	38.315610	1.480594	0.147516
392.769082	96900.690052	38.320615	1.480585	0.147486
392.547402	96888.355379	38.325620	1.480615	0.147476
392.832858	97077.960773	38.330624	1.480565	0.147623
392.800550	96861.810820	38.335629	1.480585	0.147455
392.495811	96949.198413	38.340634	1.480618	0.147523
392.781765	97178.041513	38.345639	1.480566	0.147701
392.566225	97216.986076	38.350644	1.480591	0.147731
392.891542	97111.099403	38.355648	1.480558	0.147649
392.891881	97065.300621	38.360653	1.480561	0.147613
392.600498	97079.339571	38.365658	1.480598	0.147624
392.772158	96933.915002	38.370663	1.480587	0.147511
392.940366	97202.888802	38.375668	1.480547	0.147720
392.990049	97100.826438	38.380672	1.480548	0.147641
392.979649	97257.428375	38.385677	1.480539	0.147762
392.488295	97186.784630	38.390682	1.480607	0.147707
392.580750	97096.161411	38.395687	1.480602	0.147637
393.030442	97042.911046	38.400692	1.480549	0.147596
393.028597	97195.109530	38.405696	1.480539	0.147714
393.211847	97242.711284	38.410701	1.480512	0.147751
393.067798	97307.782533	38.415706	1.480527	0.147801
393.272887	97291.146352	38.420711	1.480502	0.147789
393.007398	97318.314835	38.425716	1.480534	0.147810
392.741262	97279.756484	38.430720	1.480571	0.147780
392.828499	97149.557788	38.435725	1.480570	0.147679
393.438786	97234.748235	38.440730	1.480487	0.147745
393.091331	97179.005553	38.445735	1.480535	0.147702
393.365730	97473.469265	38.450740	1.480480	0.147930
393.105342	97518.124301	38.455744	1.480511	0.147965
393.106539	97328.033453	38.460749	1.480524	0.147817
393.388629	97256.142735	38.465754	1.480494	0.147761
393.488440	97404.160612	38.470759	1.480471	0.147876
393.340500	97371.484846	38.475764	1.480493	0.147851
393.465966	97419.332240	38.480768	1.480474	0.147888
393.644224	97476.013281	38.485773	1.480448	0.147932
394.154130	97540.782874	38.490778	1.480379	0.147983
393.910318	97550.833706	38.495783	1.480409	0.147990
394.248383	97450.774685	38.500788	1.480374	0.147913
394.569997	97538.977748	38.505792	1.480327	0.147981
394.557032	97412.544236	38.510797	1.480338	0.147883
394.252903	97463.122423	38.515802	1.480374	0.147922
394.510993	97457.180270	38.520807	1.480342	0.147918
394.845825	97561.496678	38.525812	1.480292	0.147999
395.086367	97707.899024	38.530816	1.480252	0.148112
395.037526	97548.562036	38.535821	1.480269	0.147989
394.943330	97578.742336	38.540826	1.480280	0.148012
395.270759	97714.366943	38.545831	1.480229	0.148118
395.188483	97557.831911	38.550836	1.480251	0.147996
395.201669	97796.451793	38.555840	1.480233	0.148181
395.027641	97577.021848	38.560845	1.480271	0.148011
395.290781	97802.773857	38.565850	1.480222	0.148186
395.609712	97755.360452	38.570855	1.480185	0.148149
395.392325	97721.814265	38.575860	1.480216	0.148123
395.650108	97794.499877	38.580864	1.480178	0.148180
395.625976	97786.500263	38.585869	1.480182	0.148174
395.442603	97742.407217	38.590874	1.480209	0.148139
395.888659	97880.923377	38.595879	1.480143	0.148247
395.712135	97996.108728	38.600884	1.480158	0.148336
395.694601	98020.720043	38.605888	1.480159	0.148355
395.841104	97945.577418	38.610893	1.480146	0.148297
396.080636	97864.105765	38.615898	1.480121	0.148234
395.725864	97837.242685	38.620903	1.480169	0.148213
396.106964	97973.429700	38.625908	1.480111	0.148319
396.147726	97987.951280	38.630912	1.480106	0.148330
396.387767	97874.331485	38.635917	1.480083	0.148242
396.006419	97848.948080	38.640922	1.480134	0.148222
396.444115	98071.816952	38.645927	1.480063	0.148395
396.676323	98052.732206	38.650932	1.480035	0.148380
396.416640	98091.617412	38.655936	1.480066	0.148411
396.399446	97881.424036	38.660941	1.480083	0.148247
