Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
396.989415	97880.967729	38.665946	1.480009	0.148247
396.800016	98068.625518	38.670951	1.480020	0.148393
397.013902	98254.593767	38.675956	1.479980	0.148537
396.553958	98144.609168	38.680960	1.480047	0.148452
396.791786	97927.957414	38.685965	1.480032	0.148284
397.172782	98213.784375	38.690970	1.479964	0.148506
396.709306	98063.380279	38.695975	1.480034	0.148389
396.818196	98322.040573	38.700980	1.480003	0.148589
396.923070	98324.823590	38.705984	1.479990	0.148592
396.955565	98392.291993	38.710989	1.479981	0.148644
396.931018	98306.982491	38.715994	1.479991	0.148578
396.867579	98082.733400	38.720999	1.480015	0.148404
397.291327	98141.397670	38.726004	1.479957	0.148449
397.129928	98400.813877	38.731008	1.479960	0.148651
396.789043	98370.990960	38.736013	1.480006	0.148627
397.177638	98192.470574	38.741018	1.479970	0.148489
397.315722	98335.604257	38.746023	1.479942	0.148600
397.012287	98164.087659	38.751028	1.479993	0.148467
397.418142	98315.506810	38.756032	1.479932	0.148585
397.236246	98440.452783	38.761037	1.479946	0.148681
397.459185	98529.673019	38.766042	1.479912	0.148751
397.449687	98495.064199	38.771047	1.479916	0.148724
397.531930	98336.030335	38.776052	1.479917	0.148600
397.445152	98303.647390	38.781056	1.479931	0.148575
398.009505	98302.948022	38.786061	1.479860	0.148575
398.012289	98524.807554	38.791066	1.479844	0.148747
397.921342	98361.718943	38.796071	1.479868	0.148621
398.474110	98533.761124	38.801076	1.479786	0.148754
398.253654	98461.163510	38.806080	1.479819	0.148698
398.074925	98609.344014	38.811085	1.479832	0.148813
398.452151	98491.652604	38.816090	1.479793	0.148721
398.424897	98583.004449	38.821095	1.479790	0.148792
398.545572	98804.639685	38.826100	1.479760	0.148964
398.208127	98828.765872	38.831104	1.479802	0.148983
398.343695	98728.905481	38.836109	1.479792	0.148906
398.495556	98686.410496	38.841114	1.479776	0.148873
398.253075	98551.256905	38.846119	1.479817	0.148768
398.585783	98710.787227	38.851124	1.479763	0.148892
398.467097	98673.963344	38.856128	1.479782	0.148863
398.700866	98498.156587	38.861133	1.479765	0.148727
398.956451	98646.245282	38.866138	1.479722	0.148842
398.859974	98620.340085	38.871143	1.479737	0.148821
398.846045	98825.750330	38.876148	1.479724	0.148981
398.969216	98895.642362	38.881152	1.479704	0.149035
399.264144	98671.093526	38.886157	1.479683	0.148861
398.848255	99049.730038	38.891162	1.479710	0.149155
399.176245	98715.997401	38.896167	1.479692	0.148896
399.347505	98948.266870	38.901172	1.479654	0.149076
399.241276	98835.258334	38.906176	1.479676	0.148988
399.305819	98918.069595	38.911181	1.479662	0.149053
399.237671	98702.365159	38.916186	1.479687	0.148885
399.565743	98935.023137	38.921191	1.479629	0.149066
399.549062	98944.698418	38.926196	1.479631	0.149073
399.708089	98882.486079	38.931200	1.479616	0.149025
400.049468	99032.963396	38.936205	1.479562	0.149142
400.044636	99072.395525	38.941210	1.479560	0.149173
400.213810	98951.588737	38.946215	1.479548	0.149079
400.035291	99016.852573	38.951220	1.479566	0.149129
399.960945	98935.089907	38.956224	1.479582	0.149066
400.112991	99010.479872	38.961229	1.479558	0.149124
400.095343	98972.842813	38.966234	1.479563	0.149095
400.100498	99005.268318	38.971239	1.479560	0.149120
400.454476	98972.249522	38.976244	1.479518	0.149095
400.331286	99124.275383	38.981248	1.479524	0.149213
400.822671	99164.852651	38.986253	1.479459	0.149244
400.740139	99218.417691	38.991258	1.479466	0.149286
400.741064	99149.240509	38.996263	1.479471	0.149232
400.655905	99218.736690	39.001268	1.479477	0.149286
400.654607	99140.218334	39.006272	1.479483	0.149225
400.781112	99239.745507	39.011277	1.479461	0.149303
400.978089	99204.451755	39.016282	1.479439	0.149275
400.669457	99254.231007	39.021287	1.479475	0.149314
401.205667	99264.617915	39.026292	1.479406	0.149322
400.959021	99264.146635	39.031296	1.479438	0.149322
401.462575	99258.073240	39.036301	1.479375	0.149317
401.148963	99323.596049	39.041306	1.479411	0.149368
401.071409	99294.502768	39.046311	1.479423	0.149345
401.730529	99373.625554	39.051316	1.479334	0.149407
401.074560	99287.613767	39.056320	1.479424	0.149340
401.271324	99491.377195	39.061325	1.479385	0.149498
401.509348	99283.311695	39.066330	1.479370	0.149337
401.288578	99492.304177	39.071335	1.479384	0.149499
401.493934	99381.554387	39.076340	1.479366	0.149413
401.349073	99479.298207	39.081344	1.479378	0.149489
401.574423	99336.655933	39.086349	1.479360	0.149378
401.615945	99561.707297	39.091354	1.479339	0.149553
401.731708	99611.624901	39.096359	1.479321	0.149591
401.501802	99384.424044	39.101364	1.479367	0.149415
402.318234	99476.433649	39.106368	1.479257	0.149487
401.783760	99644.616601	39.111373	1.479313	0.149617
401.767333	99591.374310	39.116378	1.479320	0.149576
401.624647	99611.552340	39.121383	1.479337	0.149591
401.712581	99587.157195	39.126388	1.479328	0.149572
402.113433	99560.383716	39.131392	1.479279	0.149552
401.962889	99826.829885	39.136397	1.479280	0.149758
401.893101	99589.553161	39.141402	1.479306	0.149574
401.964143	99622.636987	39.146407	1.479295	0.149600
402.408735	99795.165000	39.151412	1.479227	0.149734
402.395610	99755.991082	39.156416	1.479232	0.149704
402.355162	99614.817145	39.161421	1.479247	0.149594
402.381294	99789.783223	39.166426	1.479232	0.149730
402.363871	99816.420945	39.171431	1.479233	0.149750
402.255926	99646.286749	39.176436	1.479259	0.149618
402.305164	99710.094986	39.181440	1.479249	0.149668
402.647430	99856.768107	39.186445	1.479195	0.149782
402.610783	99690.834926	39.191450	1.479212	0.149653
402.561453	99869.170959	39.196455	1.479206	0.149791
402.889756	99798.098888	39.201460	1.479170	0.149736
402.999898	99858.241265	39.206464	1.479152	0.149783
402.867907	99916.966909	39.211469	1.479165	0.149829
403.092173	99800.839763	39.216474	1.479145	0.149738
402.446831	99927.455268	39.221479	1.479219	0.149837
403.086372	99886.067970	39.226484	1.479141	0.149805
403.103345	100153.532115	39.231488	1.479120	0.150012
403.355001	99809.157197	39.236493	1.479113	0.149745
403.079539	99890.059365	39.241498	1.479143	0.149808
403.294565	99966.953522	39.246503	1.479110	0.149867
403.053491	100099.095719	39.251508	1.479132	0.149970
403.326647	99867.311374	39.256512	1.479114	0.149790
403.492168	99893.688053	39.261517	1.479091	0.149811
403.724911	99895.989292	39.266522	1.479062	0.149812
403.631586	100096.320446	39.271527	1.479060	0.149968
403.716336	100106.717441	39.276532	1.479049	0.149976
403.590056	100233.126923	39.281536	1.479057	0.150074
403.938992	100367.692780	39.286541	1.479004	0.150179
403.674810	100153.710097	39.291546	1.479053	0.150012
403.810415	100261.248633	39.296551	1.479028	0.150096
403.856510	100194.706310	39.301556	1.479027	0.150044
403.836609	100192.387773	39.306560	1.479031	0.150042
404.090043	100228.455639	39.311565	1.478996	0.150071
403.987392	100191.447813	39.316570	1.479012	0.150042
403.940434	100300.781577	39.321575	1.479011	0.150127
404.093217	100207.560151	39.326580	1.478999	0.150054
404.101140	100328.645201	39.331584	1.478990	0.150148
404.196555	100263.884565	39.336589	1.478982	0.150098
404.036637	100208.311284	39.341594	1.479007	0.150055
404.495922	100340.778692	39.346599	1.478940	0.150158
404.727610	100425.314011	39.351604	1.478905	0.150223
404.380645	100386.374082	39.356608	1.478952	0.150193
404.634106	100469.242679	39.361613	1.478914	0.150257
404.537801	100463.076360	39.366618	1.478928	0.150253
404.564694	100409.138811	39.371623	1.478928	0.150211
404.425373	100420.954818	39.376628	1.478946	0.150220
404.679973	100379.064032	39.381632	1.478917	0.150187
404.353231	100521.962536	39.386637	1.478949	0.150298
404.571516	100445.718699	39.391642	1.478927	0.150239
404.665841	100461.016590	39.396647	1.478914	0.150251
404.788085	100548.241388	39.401652	1.478893	0.150319
404.693446	100472.125167	39.406656	1.478911	0.150260
404.834061	100630.789930	39.411661	1.478882	0.150383
404.738360	100532.065614	39.416666	1.478902	0.150306
405.095879	100555.123514	39.421671	1.478855	0.150324
404.933340	100584.613783	39.426676	1.478874	0.150347
405.086370	100658.248946	39.431680	1.478850	0.150404
405.358114	100547.270102	39.436685	1.478823	0.150318
404.773458	100621.498994	39.441690	1.478893	0.150376
405.417800	100642.815775	39.446695	1.478810	0.150392
405.457161	100613.053649	39.451700	1.478807	0.150369
405.606178	100620.374330	39.456704	1.478788	0.150375
405.859295	100766.341127	39.461709	1.478746	0.150488
405.766569	100642.127462	39.466714	1.478767	0.150392
406.081788	100708.642995	39.471719	1.478723	0.150444
405.919552	100853.577133	39.476724	1.478734	0.150556
406.097874	100738.465834	39.481728	1.478720	0.150467
406.383425	100774.159459	39.486733	1.478681	0.150494
406.161334	100780.306687	39.491738	1.478710	0.150499
406.234907	100797.648643	39.496743	1.478699	0.150513
406.573132	100846.880124	39.501748	1.478653	0.150551
406.314663	100738.475734	39.506752	1.478694	0.150467
406.780486	100914.866226	39.511757	1.478623	0.150604
406.725253	101021.402371	39.516762	1.478623	0.150686
406.822493	100839.560045	39.521767	1.478624	0.150545
406.733007	100872.296071	39.526772	1.478633	0.150571
407.059640	100891.302984	39.531776	1.478591	0.150586
407.016766	101077.983848	39.536781	1.478584	0.150730
406.995650	100944.024949	39.541786	1.478596	0.150626
407.133078	101191.042123	39.546791	1.478562	0.150818
406.978859	101006.853907	39.551796	1.478595	0.150675
407.124237	100880.259698	39.556800	1.478586	0.150577
407.260705	101004.097978	39.561805	1.478560	0.150673
407.213298	101192.327979	39.566810	1.478553	0.150819
407.260859	101105.273407	39.571815	1.478554	0.150752
407.015366	100937.575589	39.576820	1.478597	0.150621
407.450666	101171.706864	39.581824	1.478526	0.150803
407.430219	101090.069073	39.586829	1.478535	0.150740
407.011787	101256.881353	39.591834	1.478577	0.150869
407.144490	101166.717876	39.596839	1.478566	0.150799
407.411481	101126.858607	39.601844	1.478536	0.150768
407.431413	101192.655114	39.606848	1.478529	0.150819
407.372030	101302.274773	39.611853	1.478529	0.150904
407.448901	101322.545939	39.616858	1.478518	0.150920
407.449019	101219.134434	39.621863	1.478526	0.150840
407.487052	101207.403681	39.626868	1.478522	0.150831
407.698637	101272.747815	39.631872	1.478491	0.150882
407.872013	101206.789311	39.636877	1.478474	0.150830
407.947872	101400.676995	39.641882	1.478452	0.150981
407.946971	101473.120573	39.646887	1.478447	0.151037
407.758945	101497.628347	39.651892	1.478470	0.151056
407.767342	101356.854289	39.656896	1.478479	0.150947
407.844546	101349.750625	39.661901	1.478470	0.150941
408.008879	101385.007184	39.666906	1.478447	0.150969
407.902769	101387.734017	39.671911	1.478461	0.150971
408.101678	101456.050469	39.676916	1.478431	0.151024
408.138025	101371.538543	39.681920	1.478433	0.150958
408.312151	101386.760654	39.686925	1.478410	0.150970
408.218925	101397.292066	39.691930	1.478422	0.150978
408.480021	101504.242528	39.696935	1.478381	0.151061
408.450176	101513.307143	39.701940	1.478385	0.151068
408.628971	101513.350242	39.706944	1.478363	0.151069
408.372834	101579.150410	39.711949	1.478391	0.151120
408.894505	101522.419751	39.716954	1.478329	0.151076
409.140028	101543.918470	39.721959	1.478297	0.151092
409.040389	101572.798491	39.726964	1.478308	0.151115
408.989492	101519.751252	39.731968	1.478318	0.151074
409.473571	101741.084462	39.736973	1.478242	0.151245
409.271699	101623.439672	39.741978	1.478276	0.151154
409.139725	101599.566970	39.746983	1.478295	0.151136
409.140990	101706.000028	39.751988	1.478288	0.151218
409.527150	101710.502076	39.756992	1.478239	0.151222
409.436237	101721.284385	39.761997	1.478250	0.151230
409.791901	101716.541413	39.767002	1.478206	0.151226
409.754143	101713.222580	39.772007	1.478211	0.151224
409.619255	101748.187997	39.777012	1.478226	0.151251
409.612853	101714.629163	39.782016	1.478230	0.151225
409.952330	101819.631601	39.787021	1.478180	0.151306
409.907245	101796.170317	39.792026	1.478188	0.151288
410.078276	101783.565719	39.797031	1.478167	0.151279
409.919500	101844.116264	39.802036	1.478183	0.151325
409.943433	101822.329933	39.807040	1.478182	0.151309
410.024260	101864.417639	39.812045	1.478170	0.151341
410.022686	101897.931229	39.817050	1.478168	0.151367
410.481389	101911.098777	39.822055	1.478109	0.151378
410.233012	101909.232176	39.827060	1.478141	0.151376
410.323818	101935.409554	39.832064	1.478128	0.151396
410.211667	101897.798250	39.837069	1.478146	0.151367
410.381220	101986.044627	39.842074	1.478118	0.151436
410.560312	101996.713436	39.847079	1.478095	0.151444
410.445754	102028.176826	39.852084	1.478108	0.151468
410.543630	102063.808400	39.857088	1.478093	0.151496
410.547972	102044.178578	39.862093	1.478095	0.151481
410.741722	102054.968362	39.867098	1.478070	0.151489
410.645990	102049.970859	39.872103	1.478083	0.151485
410.730029	102108.531189	39.877108	1.478068	0.151531
410.869092	102046.969981	39.882112	1.478055	0.151483
410.921535	102116.128796	39.887117	1.478044	0.151537
411.269472	102149.993514	39.892122	1.477998	0.151563
411.015839	102090.748930	39.897127	1.478035	0.151517
410.965249	102182.149144	39.902132	1.478035	0.151588
411.304311	102205.378389	39.907136	1.477991	0.151606
411.365811	102215.683447	39.912141	1.477983	0.151614
411.512580	102236.045761	39.917146	1.477963	0.151630
411.298341	102268.032603	39.922151	1.477989	0.151655
411.524742	102194.923571	39.927156	1.477965	0.151598
411.535039	102218.009077	39.932160	1.477963	0.151616
411.746677	102289.983400	39.937165	1.477931	0.151672
412.078083	102302.601887	39.942170	1.477889	0.151682
411.799766	102290.458633	39.947175	1.477925	0.151672
412.075849	102390.278601	39.952180	1.477884	0.151750
411.784508	102408.508562	39.957184	1.477920	0.151764
411.893131	102359.908841	39.962189	1.477910	0.151726
412.096609	102404.334128	39.967194	1.477881	0.151761
411.965578	102472.435051	39.972199	1.477894	0.151813
412.021925	102476.492051	39.977204	1.477887	0.151817
412.495958	102432.815064	39.982208	1.477830	0.151783
412.322189	102411.294121	39.987213	1.477854	0.151766
412.051538	102478.912665	39.992218	1.477884	0.151818
412.529497	102521.802096	39.997223	1.477821	0.151852
412.542348	102546.936887	40.002228	1.477818	0.151871
412.393521	102477.835602	40.007232	1.477842	0.151818
412.525432	102545.297277	40.012237	1.477821	0.151870
412.687240	102562.863274	40.017242	1.477799	0.151884
412.665743	102567.901523	40.022247	1.477802	0.151888
412.563373	102548.193029	40.027252	1.477817	0.151872
412.812451	102630.191292	40.032256	1.477780	0.151936
412.860686	102483.901260	40.037261	1.477785	0.151823
412.988038	102568.579971	40.042266	1.477763	0.151888
412.897670	102759.076410	40.047271	1.477762	0.152036
412.602362	102753.276444	40.052276	1.477800	0.152031
412.699632	102707.471377	40.057280	1.477791	0.151996
412.809737	102613.788037	40.062285	1.477784	0.151923
413.007700	102701.713715	40.067290	1.477753	0.151992
413.164000	102753.838733	40.072295	1.477730	0.152032
413.304004	102831.132610	40.077300	1.477707	0.152092
413.235960	102717.776378	40.082304	1.477724	0.152004
413.073583	102865.176550	40.087309	1.477735	0.152118
413.279913	102848.648794	40.092314	1.477710	0.152106
413.417670	102834.092714	40.097319	1.477694	0.152094
413.182507	102895.186893	40.102324	1.477720	0.152142
413.420371	102892.720704	40.107328	1.477691	0.152140
413.459285	102872.701520	40.112333	1.477688	0.152124
413.529987	102930.979267	40.117338	1.477675	0.152170
413.672375	102914.698774	40.122343	1.477658	0.152157
413.528341	102979.661725	40.127348	1.477673	0.152207
413.410568	103008.034051	40.132352	1.477686	0.152229
413.523591	102949.207639	40.137357	1.477676	0.152184
413.545976	102887.845704	40.142362	1.477678	0.152136
413.639283	102998.731971	40.147367	1.477659	0.152222
413.620054	103026.418100	40.152372	1.477660	0.152244
413.641063	103070.187784	40.157376	1.477655	0.152278
413.657972	103063.405120	40.162381	1.477653	0.152272
413.870631	103048.761468	40.167386	1.477628	0.152261
414.033158	103125.269356	40.172391	1.477602	0.152320
414.029785	103097.353773	40.177396	1.477605	0.152299
413.890832	103021.444088	40.182400	1.477628	0.152240
414.115370	103103.452233	40.187405	1.477594	0.152304
414.080149	103166.908756	40.192410	1.477595	0.152353
414.227710	103150.148514	40.197415	1.477578	0.152340
414.413812	103123.554118	40.202420	1.477556	0.152319
414.213819	103247.867942	40.207424	1.477574	0.152416
414.473434	103176.857344	40.212429	1.477546	0.152361
